Observation ID,Observation Date,Platform,Observation Start Time,Observation End Time,Observation Start Time Accuracy,Observation Start Time Precision,Observation End Time Accuracy,Observation End Time Precision,Initial Activity,Initial Activity Certainty,Initial Distance,Primary Departure Reason,Secondary Departure Reason,Beaufort,Waypoint,Swell Ind,Substrate,Substrate Notes,Condition Notes,Transect Name,Transect Notes,General Notes,Camera ID,Camera Detail,First Frame,Last Frame
13106,2003-10-25,MAZIWA,13:11:00,13:47:00,,,,,,,,5 MINUTES,,4.0,3,False,,,,,,"Bony Herring just did a survey; very large group, just tightened up; 13:18-soc; 13:18- may be males in the group; porposing; 13:20-lots of splashes; very tight group; 13:21- someone is belly up; 13:22-large group is in a few subgroups; 13:28- very messy survey, just trying to get pictures; could be consortships; soc going on looked like mounting, push-ups, belly-ups; 13:38- synch surfs; 13:40 several dolphins (an entire subgroup, maybe) may have left ; end survey because lost the group; ATW and QWE are a MIF, ATW is the mother, b-triangle_cut b-assignation TRS MAL are in JJWs 2003 working unknowns, NIK= b-electric mayhem from jjw's 2003 unknowns",,,,
13107,2003-10-25,BONY HERRING,13:53:00,13:58:00,,,,,UNKNOWN,,,5 MINUTES,,3.0,6,False,UNKNOWN,,,,,,,,,
13108,2003-10-25,MAZIWA,13:57:00,14:23:00,,,,,,,,5 MINUTES,,4.0,4,False,,,,,,"b-squall-shape =TRS is the same dolphin from previous survey; lyn has scar on top of dorsal fin left side; lyn is with the mother-calf; calf =QWE looks about 2-3 years old, very close to mother; mother might be Amanda (No calling it ATW); has notch out of bottom trailing edge of dorsal fin; 14:15- hard to tell what's going on because of rough conditions; 14:16- lyn left within the last two minutes;TRS CCO ATW QWE b-top_scar =lyn from JJW's 2003 working unknowns",,,,
13109,2003-10-25,BONY HERRING,14:07:00,14:13:00,,,,,FORAGE,HIGH,,5 MINUTES,,3.0,7,False,UNKNOWN,,,,,"skp and 2xx foraging w/in 10 of each other while 3xx forage >30m away; 14:08 skp and 2xx resting; 14:10 2xx near the boat (looks smaller); 14:11 skp still forage pd; 14:12 2xx near the boat again; look like a possible mother-calf, but did not see BP",,,,
13110,2003-10-26,BONY HERRING,08:07:00,08:12:00,,,,,FORAGE,HIGH,,5 MINUTES,,3.0,1,False,UNKNOWN,,,,,,,,,
13111,2003-10-26,BONY HERRING,08:45:00,08:56:00,,,,,UNKNOWN,,,5 MINUTES,,3.0,2,False,UNKNOWN,,,,,"Don't know the initial activity but say splashing, 8:49 far, elw, jak behind blk; 8:50 resting tig-mod spread; 8:53 resting tig-mod; 8:55 resting, blk, jak, far got vtight then all 4 down w/ tds",,,,
13112,2003-10-26,BONY HERRING,09:00:00,09:06:00,,,,,UNKNOWN,,,FOLLOW STARTED,,3.0,3,False,UNKNOWN,,,,,"splashing when 9 dolphins joined, cap, lin, bmb, dag, bly joined with 4 (blk, jak, elw, far) and formed a tight group, all 9 porp rapidly splashing and down; 9:02 far, jak, elw in a tight group >10m from others; 9:02 bmb and blk vtight-prb?: 9:04 bmb and blk vtight, other dolphins tight, down w/ pd and td; 9:06 cap, lin, dag, bly vtight behind bmb and blk (cap adn dag sbs)",,,,
13113,2003-10-26,MAZIWA,09:13:00,10:08:00,,,,,FORAGE,HIGH,100,FOLLOW STARTED,,3.0,1,False,,,,,,"9:23 - at least 2 other dolphins about 300m off; 9:24- join- spread out foraging- also porposing and leaping (about 6 animals joined); 9:28- were about 20 m away, a few other dolphins in area; 9:28 - original mif (BRE and BUT) may have left group - still in area;  9:37- BJA came in- swam very close to TUK+ NIB; 9:38-dolphins still here are TUK SCU SCM NIB BJA; 9:40-mif(=BRE and BUT) returns; BJA swim very close to SCU; does gin on SCU;9:44-about 4-5 calves or juvies in survey; 9:54- SCU rub up against BJA; 9:57- BJA+NIB pet: 9:58- not sure if MIF(BRE and BUT) is still here, if not then other clean fin juvies are around; 10:01- TUK NIB SCU SCM BJA ATH are still here; all others left; 10:06- SCU SCM NIB TUK BJA ATH is group; end survey to follow SCU; BRE was temporarily called b-perambulate and b-BUT was temporarily called b-defenestrate;  b-william_carlos_williams is also from JJW's 2003 working unknowns;  BRK was temporarily called b-frost in JJW's 2003 working unknowns",,,,
13114,2003-10-26,BONY HERRING,10:40:00,11:02:00,,,,,REST,HIGH,,FOLLOW STARTED,,2.0,4,False,UNKNOWN,,,,,"upon approach there were >2 d's within 10m, but when survey began it was only pix and nym; went to photo other d's in area which included a mother (3xx) with a yoy (4xx) with fetal folds in BP (we saw mum 8 jul 03 with no calf looking pregnant--1xx); 1xx, 2xx, 3xx, 4xx, joined w/in 10 of pix and nym; then 11:02 saw fsw and porp and vor and cmo joined tight with pix and nym, and other d's left >10m. Follow of SCU",,,,
13115,2003-10-26,MAZIWA,12:05:00,12:23:00,,,,,,,,5 MINUTES,,4.0,2,False,,,,,,"maybe a consortship with FIN DIG ANV DRL RAS; 12:08= was originally 5 dolphins, some joined; this is the same group we saw during SCU follow; saw clear separation for the consortship; males with FIN are ANV DRL RAS; 12:14- separated again- HMM KER b-Emil have left; 12:16 HMM KER b-Emil are back; saw this group at 11:16 during SCU follow; b-emil is one of RCC's hammer's hommies and in JJW's 2003 working unknowns",,,,
13116,2003-10-26,MAZIWA,12:31:00,12:38:00,,,,,,,,5 MINUTES,,4.0,3,False,,,,,,,,,,
13117,2003-10-26,BONY HERRING,12:49:00,13:02:00,,,,,FORAGE,HIGH,,5 MINUTES,,3.0,5,False,UNKNOWN,,,,,dolphins spread out foraging initially,,,,
13118,2003-11-01,MAZIWA,09:35:00,09:40:00,,,,,,,,5 MINUTES,,3.5,,False,,,,,,FIN no longer in a consortship;  survey done off Shotover,,,,
13119,2003-11-02,MAZIWA,12:04:00,12:17:00,,,,,REST,HIGH,50,5 MINUTES,,3.0,1,False,,,,,,"12:06 - calves are soc;  BUD, STA, GRT have left the group (12:12);  GRT whistles (12:16) [although GRT left group, still within distance for JJW to hear - comment added by AKC 5-Apr-04]",,,,
13120,2003-11-02,MAZIWA,12:45:00,12:50:00,,,,,TRAVEL,HIGH,250,5 MINUTES,,3.0,2,False,,,,,,KIT is within 50m (12:45);  DEM does not have a sponge (12:49);  DOD does not have sponge (12:49),,,,
13121,2003-11-02,MAZIWA,12:51:00,12:56:00,,,,,,,,5 MINUTES,,3.0,3,False,,,,,,"KIT is the same dolphin referred to in the previous survey as a b-light-colored_dolphin;  12:54 - joined DEM and DOD;  DEM and DOD dont have a sponge, KIT also does not have a sponge",,,,
13122,2003-11-02,MAZIWA,13:15:00,13:21:00,,,,,REST,HIGH,30,FOLLOW STARTED,,3.0,4,False,,,,,,"GRI, VEE, LAT are behind NOO and CUB (13:19);  no clear separation yet (13:19), follow of NOO",,,,
13123,2003-11-02,MAZIWA,16:21:00,16:47:00,,,,,TRAVEL,HIGH,100,5 MINUTES,,2.0,5,False,,,,,,"other dolphins leaping in the distance; 16:22- another animal close-by, not sure if it is in group yet; saw BRE and BUT on 26-Oct-03 in SCU BJA etc original survey; 16:27- lost track of mif (BRE and BUT), looking; 16:30- mother (BRE) bowriding; 16:31- heading towards a big group; mother (BRE) leaped; 16:32- dolphins join; 16:34- FNT bowrides, looks pretty big, possibly pregnant; 16:35- FNT left; 16:36-attempted mount. belly up; 16:37- FNT returns; 16:39- BRE, BUT, and REP left; Initial activity speed is CTR",,,,
13124,2003-11-07,MAZIWA,11:40:00,11:45:00,,,,,FORAGE,HIGH,75,5 MINUTES,,3.0,1,False,,,,,,calf in echelon position; still has fetal lines; initial sight- d's were pdfor,,,,
13125,2003-11-07,MAZIWA,11:58:00,12:06:00,,,,,UNKNOWN,HIGH,50,5 MINUTES,,3.5,2,False,,,,,,11:59-shag co-foraging///Initial activity is FORAGE or TRAVEL.,,,,
13126,2003-11-07,MAZIWA,12:21:00,12:26:00,,,,,FORAGE,HIGH,200,5 MINUTES,,4.0,3,False,,,,,,shag co for,,,,
13127,2003-11-07,MAZIWA,12:46:00,12:48:00,,,,,TRAVEL,HIGH,150,5 MINUTES,,4.0,4,False,,,,,,TUK looks pregnant; not a good look; 12:48- lost TUK; Initial activity speed is CTR,,,,
13128,2003-11-07,MAZIWA,12:48:00,12:53:00,,,,,,,,FOLLOW STARTED,,4.0,5,False,,,,,,"LAT cf-12:50, follow of SCA",,,,
13129,2003-11-09,MAZIWA,16:07:00,16:19:00,,,,,TRAVEL,HIGH,50,5 MINUTES,,2.0,1,False,,,,,,URC has no speckles good belly view 16:07; Initial activity speed is ctr 2-3,,,,
13130,2003-11-09,MAZIWA,16:38:00,17:03:00,,,,,UNKNOWN,HIGH,40,5 MINUTES,,4.0,2,False,,,,,,"b-macgyver =JUM, b-chopper =HOW are in JJW's 2003 working unknowns; b-electric_mayhem =NIK looks like OZ; 16:49 NIK has left is still in the area but not in the group; 16:52 NIK returns; NIK= b-electric_mayhem from jjw's 2003 unknowns///Initial activity is FORAGE or TRAVEL.",,,,
13131,2003-11-10,MAZIWA,07:14:00,07:19:00,,,,,UNKNOWN,HIGH,40,5 MINUTES,,1.0,1,False,,,,,,"STA looks like a boy - long genital slit, no mamms - belly-up on bow, not a good look;  7:18 - STA has puffer fish in mouth;  tdfor - PEG///Initial activity is FORAGE or TRAVEL.",,,,
13132,2003-11-10,MAZIWA,07:31:00,07:36:00,,,,,FORAGE,HIGH,30,5 MINUTES,,1.0,2,False,,,,,,a few dolphins in area;  7:33 - became widespread;  7:35 - large black ray with white undersides next to PIC,,,,
13133,2003-11-10,MAZIWA,07:45:00,07:50:00,,,,,TRAVEL,HIGH,50,5 MINUTES,,1.0,3,False,,,,,,traveling slowly when first sighted,,,,
13134,2003-11-10,MAZIWA,08:28:00,08:33:00,,,,,REST,HIGH,70,5 MINUTES,,0.0,4,False,,,,,,"calf (GUP) looks like a YOY;  BYT looks very large, possible pregnant;  BYT does not have a sponge (8:30);  bow-riding (8:30);  GUM did not have a sponge",,,,
13135,2003-11-10,MAZIWA,08:43:00,08:48:00,,,,,REST,HIGH,100,5 MINUTES,,0.0,5,False,,,,,,SLI bow-riding (8:44),,,,
13136,2003-11-10,MAZIWA,08:55:00,09:03:00,,,,,REST,LOW,250,5 MINUTES,,1.0,6,False,SEAGRASS 4,,,,,"looks like 2 juveniles (8:55);  CSK - no speckles, good view, belly-up at the bow;  CSK twirling on the bow (8:59-9:00);  SLT has class 1 speckles on its belly and genital area, side view;  CSK(=1xx) are from JJW's 2003 unknowns",,,,
13137,2003-11-10,MAZIWA,09:10:00,09:17:00,,,,,,,,5 MINUTES,,1.0,7,False,SEAGRASS 4,,,,,"BDI looks like a YOY;  BDI has ripples on the trailing edge of its dorsal fin - could be young;  BDI looks a few months old;  BDI is probably 2-3 feet long, and is kind of pink on its belly;  CSK is the same as in our previous survey, and is from JJW's 2003 working unknowns;  CSK(=1xx) is doing somersaults on the bow(9:15), probably the same dolphin as in the previous survey",,,,
13138,2003-11-10,MAZIWA,09:29:00,09:38:00,,,,,TRAVEL,HIGH,100,RESIGHT,,1.0,8,False,,,,,,GUP looks like a YOY;  GUM does not have a sponge,,,,
13139,2003-11-10,MAZIWA,09:51:00,10:01:00,,,,,,,,5 MINUTES,,1.5,9,False,,,,,,no sponge on DOD; GHA still looks big,,,,
13140,2003-11-10,MAZIWA,10:13:00,10:19:00,,,,,UNKNOWN,HIGH,50,5 MINUTES,,1.0,10,False,,,,,,10:17 - DEM has sponge;  10:19 - DEM came up without sponge///Initial activity is FORAGE or TRAVEL.,,,,
13141,2003-11-10,MAZIWA,10:53:00,10:58:00,,,,,TRAVEL,HIGH,150,5 MINUTES,,1.0,11,False,SEAGRASS 1,,,,,WIF from JJW's 2003 working unknowns; traveling slowly when first sighted,,,,
13142,2003-11-10,MAZIWA,11:22:00,11:28:00,,,,,UNKNOWN,HIGH,30,5 MINUTES,,1.0,12,False,,,,,,"looks like b-Center-Ding =BAK and ASH;  BAK is the new animal hanging out with Hook's Crew, and was in JJW's 2002 unknowns///Initial activity is FORAGE or TRAVEL.",,,,
13143,2003-11-10,MAZIWA,11:50:00,11:56:00,,,,,FORAGE,HIGH,50,RESIGHT,,0.0,13,False,,,,,,DEM has a sponge (11:50);  DEM came up without a sponge (11:52);  DEM has a sponge again (11:53); initial activity was tdfor,,,,
13144,2003-11-10,MAZIWA,13:34:00,13:44:00,,,,,,,,5 MINUTES,,2.0,14,False,,,,,,"13:39 - TUK bow-rides, looks a bit wide, JW can't tell if TUK is pregnant or not;  SEC(=1xx) is from JJW's 2003 working unknowns",,,,
13145,2003-11-10,MAZIWA,13:52:00,14:02:00,,,,,REST,HIGH,200,FOLLOW STARTED,,2.0,15,False,,,,,,"SPF HMM, KER look like they're with DUN;  DRL, ANV, RAS looks like they're with EFT and EEK;  males were synching behind EFT;  petting between RAS and ANV (14:01);b-Emil is from RCC's Hammer's Homies, follow of EFT",,,,
13146,2003-11-11,MAZIWA,07:33:00,08:03:00,,,,,UNKNOWN,HIGH,100,5 MINUTES,,0.0,1,False,,,,,,"small calf= b-HSL, fetal folds;  small calf swimming next to mother's head - has fetal lines, eyes open, head lumpy;  calf appears to be surfacing normally, some chin-ups;  calf looks about 1.5 ft. long;  calf was bow-riding with mother=GRETTEL;  WNG left at about 7:36;  calf is doing predominently chin-ups;  mother=GTL is missing half her right tailfluke;  WHN still very active;  7:41 - WHN left group;  7:43 - calf=HSL is dark in color, and the calf is as long as the mother's dorsal fin to her tailflukes;  7:45 - WHN joined;  7:46 - mother=GTL has class 3 speckles on lateral side, good view from bow;  7:52 - WNG joins again;  7:54 - JJW thinks calf looks about 2 weeks old;  8:01 - WHN joins again;  8:01 - mother pet calf;  mother= b-Slappy from JJW's 2002 unknowns=GTL;  b-Slappy may=Grettel as a new ID-YES;  calf temporary name= b-Hansel///Initial activity is FORAGE or TRAVEL.",,,,
13147,2003-11-11,MAZIWA,08:32:00,08:37:00,,,,,TRAVEL,HIGH,30,5 MINUTES,,1.0,2,False,,,,,,traveling slowly when first sighted,,,,
13148,2003-11-11,MAZIWA,09:01:00,09:14:00,,,,,,,,5 MINUTES,,2.0,3,False,,,,,,bow-riding (9:02),,,,
13149,2003-11-11,MAZIWA,09:23:00,09:35:00,,,,,,,,5 MINUTES,,2.0,4,False,,,,,,bow-riding (9:30),,,,
13150,2003-11-11,MAZIWA,09:55:00,10:07:00,,,,,REST,HIGH,100,5 MINUTES,,1.0,5,False,,,,,,"bow-riding (9:59) by AJA;  looked like a mif was in the group;  right after AJA left, we lost the group;  we're continuing the search at 10:07; never found the group.",,,,
13151,2003-11-19,CIRCUS DINGHY,10:19:00,10:30:00,,,,,,,,FOLLOW STARTED,,3.0,1,False,,,,,,"film AS39 left over from BH in Jul03, out of sequence, should be AS45",,,,
13152,2003-11-20,CIRCUS DINGHY,14:31:00,14:46:00,,,,,,,,FOLLOW STARTED,,3.0,1,False,,,,,,wuzzle,,,,
13153,2003-11-21,CIRCUS DINGHY,10:21:00,10:30:00,,,,,,,,FOLLOW STARTED,,3.0,1,False,,,,,,,,,,
13154,2003-11-23,CIRCUS DINGHY,08:26:00,08:31:00,,,,,,,,5 MINUTES,,2.0,1,False,,,,,,,,,,
13155,2003-11-23,CIRCUS DINGHY,08:40:00,08:45:00,,,,,,,,5 MINUTES,,2.0,2,False,,,,,,,,,,
13156,2003-11-23,CIRCUS DINGHY,08:47:00,08:55:00,,,,,,,,5 MINUTES,,2.0,3,False,,,,,,,,,,
13157,2003-11-23,CIRCUS DINGHY,09:10:00,09:15:00,,,,,,,,FOLLOW STARTED,,2.0,4,False,,,,,,,,,,
13158,2003-11-26,CIRCUS DINGHY,10:00:00,10:15:00,,,,,,,,FOLLOW STARTED,,4.0,1,False,,,,,,,,,,
13159,2003-11-26,CIRCUS DINGHY,11:35:00,11:42:00,,,,,,,,FOLLOW STARTED,,4.0,2,False,,,,,,,,,,
13160,2003-11-27,CIRCUS DINGHY,11:56:00,12:15:00,,,,,,,,5 MINUTES,,3.0,1,False,,,,,,,,,,
13161,2003-11-27,CIRCUS DINGHY,12:27:00,12:40:00,,,,,,,,5 MINUTES,,3.5,2,False,,,,,,,,,,
13162,2003-11-27,CIRCUS DINGHY,12:58:00,13:03:00,,,,,,,,5 MINUTES,,3.0,3,False,,,,,,"wuzzle: LAU+STA+BUD: leaping, rubbing, hitting mounting",,,,
13163,2003-11-27,CIRCUS DINGHY,13:04:00,13:09:00,,,,,,,,5 MINUTES,,3.0,4,False,,,,,,,,,,
13164,2003-11-27,CIRCUS DINGHY,13:28:00,13:33:00,,,,,,,,5 MINUTES,,2.0,5,False,,,,,,,,,,
13165,2003-11-28,CIRCUS DINGHY,09:10:00,09:15:00,,,,,,,,5 MINUTES,,2.0,1,False,,,,,,,,,,
13166,2003-11-28,CIRCUS DINGHY,09:28:00,09:35:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,FOLLOW STARTED,,2.0,2,False,,,,,,,,,,
13167,2003-11-28,CIRCUS DINGHY,12:43:00,12:55:00,,,,,,,,5 MINUTES,,1.0,3,False,,,,,,"upon arrival, JSE(?) did AT to briefly chase DEM; DEM always peripheral to others & trailed at 200-500m after split",,,,
13168,2003-11-28,CIRCUS DINGHY,13:28:00,13:33:00,,,,,,,,5 MINUTES,,4.0,4,False,,,,,,,,,,
13169,2003-12-01,CIRCUS DINGHY,08:56:00,09:07:00,,,,,,,,FOLLOW STARTED,,4.0,1,False,,,,,,GLE and BUD wuzzle,,,,
13170,2003-12-02,CIRCUS DINGHY,09:40:00,09:47:00,,,,,,,,5 MINUTES,,4.0,1,False,,,,,,,,,,
13171,2003-12-02,CIRCUS DINGHY,10:41:00,10:46:00,,,,,,,,5 MINUTES,,3.5,2,False,,,,,,,,,,
13172,2003-12-02,CIRCUS DINGHY,10:57:00,11:03:00,,,,,,,,5 MINUTES,,4.0,3,False,,,,,,,,,,
13173,2003-12-02,CIRCUS DINGHY,11:17:00,11:26:00,,,,,,,,FOLLOW STARTED,,4.0,4,False,,,,,,,,,,
13174,2003-12-03,CIRCUS DINGHY,08:30:00,08:36:00,,,,,,,,FOLLOW STARTED,,3.5,1,False,,,,,,"sighting occurred immediately after chase 8:15 to 8:20, up to 10mph, involving NIC, SHC? SMO, URC, LAN, JSE; may have been boys chasing NIC, URC/JSE+COO ventral present then all 3 swim together; temperature is an estimate",,,,
13175,2003-12-03,CIRCUS DINGHY,12:17:00,12:25:00,,,,,,,,5 MINUTES,,2.5,2,False,,,,,,,,,,
13176,2003-12-03,CIRCUS DINGHY,12:32:00,12:38:00,,,,,,,,FOLLOW STARTED,,2.0,3,False,,,,,,,,,,
13177,2003-12-03,CIRCUS DINGHY,14:57:00,15:05:00,,,,,,,,5 MINUTES,,2.0,4,False,,,,,,"may be continuation of consortship w/ SHC but all socializing is among boys, SHC just nearby; JSE HED COO wuzzle",,,,
13178,2003-12-04,CIRCUS DINGHY,08:33:00,08:38:00,,,,,,,,5 MINUTES,,2.0,1,False,,,,,,,,,,
13179,2003-12-04,CIRCUS DINGHY,09:03:00,09:10:00,,,,,,,,5 MINUTES,,2.0,2,False,,,,,,EEK rub ventrum to EFT's pec,,,,
13180,2003-12-04,CIRCUS DINGHY,09:30:00,09:35:00,,,,,,,,5 MINUTES,,2.5,3,False,,,,,,,,,,
13181,2003-12-04,CIRCUS DINGHY,09:47:00,09:52:00,,,,,,,,FOLLOW STARTED,,1.5,4,False,,,,,,,,,,
13182,2003-12-04,CIRCUS DINGHY,13:15:00,13:21:00,ACCURATE,SECOND,ACCURATE,SECOND,NO DATA,HIGH,,5 MINUTES,,1.5,5,False,,,,,,flanking: SMO+LAN/ FIN; all boys/FIN (w/ DIG BP); COO+URC and SMO+LAN/ FIN+DIG,,,,
13183,2003-12-06,CIRCUS DINGHY,08:30:00,08:35:00,,,,,,,,FOLLOW STARTED,,1.0,1,False,,,,,,,,,,
13184,2003-12-12,CIRCUS DINGHY,12:08:00,12:13:00,,,,,,,,FOLLOW STARTED,,4.0,1,False,,,,,,,,,,
13185,2003-12-13,CIRCUS DINGHY,09:20:00,09:30:00,,,,,,,,5 MINUTES,,3.5,1,False,,,,,,DID td pd; RHO pd,,,,
13186,2003-12-13,CIRCUS DINGHY,09:58:00,10:08:00,,,,,,,,5 MINUTES,,4.0,2,False,,,,,,,,,,
13187,2003-12-13,CIRCUS DINGHY,10:18:00,10:25:00,,,,,,,,5 MINUTES,,4.0,3,False,,,,,,,,,,
13188,2003-12-13,CIRCUS DINGHY,10:33:00,10:46:00,,,,,,,,5 MINUTES,,4.0,4,False,,,,,,OCE=mom of mif2 did tail slap -- did not want us near,,,,
13189,2003-12-14,CIRCUS DINGHY,09:26:00,09:33:00,,,,,,,,5 MINUTES,,2.0,1,False,,,,,,,,,,
13190,2003-12-14,CIRCUS DINGHY,09:43:00,09:48:00,,,,,,,,FOLLOW STARTED,,3.0,2,False,,,,,,flanking: SMO+LAN/FIN (w/ DIG BP),,,,
13191,2003-12-16,CIRCUS DINGHY,13:23:00,13:28:00,,,,,,,,5 MINUTES,,3.5,1,False,,,,,,,,,,
13192,2003-12-16,CIRCUS DINGHY,14:04:00,14:33:00,,,,,,,,5 MINUTES,,4.0,2,False,,,,,,,,,,
13193,2003-12-16,CIRCUS DINGHY,14:42:00,14:58:00,,,,,,,,LOST DOLPHIN(S),,4.0,3,False,,,,,,,,,,
13194,2003-12-17,CIRCUS DINGHY,10:41:00,10:48:00,,,,,,,,5 MINUTES,,2.0,1,False,,,,,,,,,,
13195,2003-12-17,CIRCUS DINGHY,10:55:00,11:00:00,,,,,,,,5 MINUTES,,2.0,2,False,,,,,,,,,,
13196,2003-12-17,CIRCUS DINGHY,12:55:00,13:20:00,ACCURATE,MINUTE,ACCURATE,MINUTE,NO DATA,HIGH,,5 MINUTES,,3.5,3,False,,,,,,,,,,
13197,2003-12-17,CIRCUS DINGHY,13:25:00,13:38:00,,,,,,,,FOLLOW STARTED,,3.5,4,False,,,,,,,,,,
13198,2003-12-18,CIRCUS DINGHY,09:58:00,10:03:00,,,,,,,,FOLLOW STARTED,,2.0,1,False,,,,,,SRY+JBO recently paid a brief visit to the beach but didn't stay for the feed; SRY and JBO snc surf 5 times,,,,
13199,2003-12-19,CIRCUS DINGHY,08:42:00,08:52:00,,,,,,,,5 MINUTES,,3.5,1,False,,,,,,SUR foraging at 2CM during feed at beach,,,,
13200,2003-12-21,CIRCUS DINGHY,14:43:00,15:03:00,,,,,,,,LOST DOLPHIN(S),,3.5,1,False,,,,,,(novice boat driver & wind blew up -- couldn't get pics),,,,
13201,2003-12-22,CIRCUS DINGHY,10:01:00,10:15:00,,,,,,,,5 MINUTES,,1.0,1,False,,,,,,,,,,
13202,2003-12-22,CIRCUS DINGHY,10:27:00,10:32:00,,,,,,,,FOLLOW STARTED,,1.5,2,False,,,,,,,,,,
13203,2003-12-22,CIRCUS DINGHY,15:10:00,15:25:00,,,,,,,,RESIGHT,,3.0,3,False,,,,,,male synch surfs,,,,
13204,2003-12-23,CIRCUS DINGHY,11:58:00,12:00:00,,,,,NO DATA,,,5 MINUTES,,2.0,1,False,,,,,,,,,,
13205,2003-12-23,CIRCUS DINGHY,12:09:00,12:14:00,,,,,,,,FOLLOW STARTED,,2.5,2,False,,,,,,,,,,
13206,2003-12-23,CIRCUS DINGHY,15:32:00,15:34:00,,,,,,,,LOST DOLPHIN(S),,3.5,3,False,,,,,,,,,,
13207,2003-12-23,CIRCUS DINGHY,15:34:00,15:46:00,,,,,,,,5 MINUTES,,4.0,4,False,,,,,,3 calves in a wuzzle,,,,
13208,2003-12-26,CIRCUS DINGHY,12:46:00,12:51:00,,,,,,,,FOLLOW STARTED,,2.0,1,False,,,,,,,,,,
13209,2003-12-26,CIRCUS DINGHY,12:54:00,13:01:00,,,,,,,,5 MINUTES,,2.0,2,False,,,,,,,,,,
13210,2003-12-26,CIRCUS DINGHY,14:44:00,14:49:00,,,,,,,,5 MINUTES,,3.5,3,False,,,,,,,,,,
13211,2004-02-04,CIRCUS DINGHY,12:45:00,12:50:00,,,,,,,,5 MINUTES,,2.0,1,False,,,,,,,,,,
13212,2004-02-04,CIRCUS DINGHY,13:04:00,13:14:00,,,,,,,,5 MINUTES,,2.0,2,False,,,,,,,,,,
13213,2004-02-04,CIRCUS DINGHY,13:30:00,13:35:00,,,,,,,,5 MINUTES,,2.0,3,False,,,,,,,,,,
13214,2004-02-04,CIRCUS DINGHY,13:36:00,13:41:00,,,,,,,,5 MINUTES,,2.0,4,False,,,,,,,,,,
13215,2004-02-06,CIRCUS DINGHY,12:20:00,12:25:00,,,,,,,,5 MINUTES,,3.0,1,False,,,,,,,,,,
13216,2004-02-08,CIRCUS DINGHY,12:35:00,12:50:00,,,,,,,,5 MINUTES,,4.0,1,False,,,,,,,,,,
13217,2004-02-08,CIRCUS DINGHY,13:12:00,13:17:00,,,,,,,,5 MINUTES,,4.0,2,False,,,,,,,,,,
13218,2004-02-08,CIRCUS DINGHY,13:37:00,13:42:00,,,,,,,,5 MINUTES,,4.0,3,False,,,,,,,,,,
13219,2004-02-09,MAZIWA,07:36:00,07:44:00,,,,,UNKNOWN,,,5 MINUTES,,2.0,1,False,UNKNOWN,,,,,"beaufort 2-3 with swell, jfr has new fin; top chopped off by shark, no film due to rough conditions",,,,
13220,2004-02-09,MAZIWA,08:14:00,08:25:00,,,,,UNKNOWN,,,5 MINUTES,,3.0,2,False,UNKNOWN,,,,,"ede surf, doing lots of e(0), beaufort 3 with swell, 1 1/2 - 2m shark sighted at 8:24:23 at 18ft depth, looked like a hammerhead, dolphins had no reaction, no film due to rough conditions",,,,
13221,2004-02-10,MAZIWA,07:37:00,08:00:00,,,,,FORAGE,HIGH,50,5 MINUTES,,2.0,1,False,UNKNOWN,,,,,"group split at ~7:44, 1xx=skf at bow several times, tdfor on initial approach, juvies?, lost 2xx and 3xx=shc? before we could get pics or IDs, beaufort 2-3",,,,
13222,2004-02-10,MAZIWA,08:30:00,08:37:00,,,,,UNKNOWN,,,5 MINUTES,,2.0,2,False,UNKNOWN,,,,,"pic rho and ede all bowriding, 3 other D's including peg and sta at distance 6, ede staying with rho at distance 1",,,,
13223,2004-02-10,MAZIWA,11:12:00,11:17:00,,,,,UNKNOWN,,,FOLLOW STARTED,,3.0,3,False,UNKNOWN,,,,,,,,,
13224,2004-02-10,CIRCUS DINGHY,11:34:00,11:39:00,,,,,,,,5 MINUTES,,4.0,1,False,,,,,,,,,,
13225,2004-02-10,CIRCUS DINGHY,11:37:00,11:42:00,,,,,,,,5 MINUTES,,4.0,2,False,,,,,,,,,,
13226,2004-02-10,CIRCUS DINGHY,11:46:00,11:51:00,,,,,,,,5 MINUTES,,4.0,3,False,,,,,,,,,,
13227,2004-02-10,CIRCUS DINGHY,11:54:00,11:59:00,,,,,,,,FOLLOW STARTED,,4.0,4,False,,,,,,,,,,
13228,2004-02-12,MAZIWA,08:46:00,08:55:00,,,,,UNKNOWN,,,5 MINUTES,,3.0,1,False,SEAGRASS 4,,,,,"beaufort 3-4, our group joined shc, shc surf, sur and bud sng, shc rub sta observed underwater, no follow b/c beaufort 4 in the flats",,,,
13229,2004-02-12,MAZIWA,11:40:00,11:45:00,,,,,UNKNOWN,,,FOLLOW STARTED,,3.0,2,False,UNKNOWN,,,,,"lots of e(bp), yad in bp during entire survey",,,,
13230,2004-02-12,CIRCUS DINGHY,13:10:00,13:23:00,,,,,,,,5 MINUTES,,4.0,1,False,,,,,,,,,,
13231,2004-02-16,MAZIWA,08:37:00,08:56:00,,,,,TRAVEL,HIGH,100,5 MINUTES,,2.0,1,False,SEAGRASS 2,,,,,"initial activity ctr at 100m, calf looks like a yoy, btg for, frame 47 is mom=jab",,,,
